"Activity Type","Transaction Ref ID",Customer/CFA,"Customer/CFA ID","Customer/CFA external ID","Customer/CFA Name","Customer Address",City,"customer subtype",planned(Yes/No),"Customer/CFA Latitude","Customer/CFA Longitude","Visit Date","Visit Time","User BR ID","User Name","User Emp Role ID","user role",reportsToBRID,reportsToName,partner_name,partner_external_id,Purpose,Details,starting_km_reading,ending_km_reading,latitude,longitude,"Activity Address","Distance Away from Customer (in meters)","Synced On"
"End Day",3114912,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,17:23:48,263871,"BALVINDER SINGH",3750499,"Sales Rep",238111,"Davinder Singh_Sri Ganganagar",,,"Day Ended","Day Ended",,,29.9130513,73.8729532,,NA,"30 Jan 2026 05:16:12 AM"
"End Day",3114798,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:02:33,238151,"Yatendera Rana_BARNALA",A64,"Territory Manager",239596,"Vacant TL_Punjab",,,"Day Ended","Day Ended",,,30.3652205,75.5305875,,NA,"30 Jan 2026 05:16:12 AM"
"End Day",3114708,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:10:53,239265,"Jaywant Wable_Surendranagar",D53,"Territory Manager",239259,"Chetanbhai Prajapati_Gujarat",,,"Day Ended","Day Ended",,,23.0051014,71.1856571,,NA,"30 Jan 2026 05:16:11 AM"
"End Day",3114643,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:19:56,281127,"CHALLA KOTESWARA RAO",3934965,"Sales Rep",240512,"Atla Siva Krishnareddy_Macherla",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:16:10 AM"
"End Day",3114604,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,13:18:08,273446,"BEANT SINGH",3804724,"Sales Rep",238138,"ATUL KUMAR PANDEY_KHANNA",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:16:10 AM"
"End Day",3114513,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,16:22:32,252719,"KUSHAL DEY_Birnagar",3510478,"Sales Rep",241099,"Sribash Kumar Mallick_krishnanagar",,,"Day Ended","Day Ended",,,23.3553067,88.6439833,,NA,"30 Jan 2026 05:16:10 AM"
"End Day",3114505,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:23:27,239013,"Rahul Dorle_Pusad",H3,"Territory Manager",239170,"Nilesh kankewar_Marathwada",,,"Day Ended","Day Ended",,,20.359037,77.5983815,,NA,"30 Jan 2026 05:16:10 AM"
"End Day",3114318,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:25:24,253210,"Anupama  Pandey",3484949,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",,,"Day Ended","Day Ended",,,21.833752,75.634037,,NA,"30 Jan 2026 05:16:08 AM"
"End Day",3114280,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:11:29,250603,"Md Maruf  Billah_Pakapole",3453115,"Sales Rep",245026,"Sabuj Maiti_Barasat",,,"Day Ended","Day Ended",,,22.4981939,88.6009404,,NA,"30 Jan 2026 05:16:08 AM"
"End Day",3114253,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:55:21,270283,"ERRAM RAJU",3784362,"Sales Rep",240667,"VARANASI VAMSI KUMAR REDDY _Gajwel",,,"Day Ended","Day Ended",,,18.2374653,78.8251488,,NA,"30 Jan 2026 05:16:08 AM"
"End Day",3114215,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:08:53,244942,"Sushil mandal_Rajganj",3350092,"Sales Rep",241199,"GAUTAM  CHAUDHURI_ISLAMPUR",,,"Day Ended","Day Ended",,,26.5307317,88.5897738,,NA,"30 Jan 2026 05:16:07 AM"
"End Day",3114205,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,22:13:56,242401,"Manoj Chouhan_KHANDWA",B02,"Territory Manager",242324,"Javed Khan Nimar_KHARGONE",,,"Day Ended","Day Ended",,,21.8440875,76.3471131,,NA,"30 Jan 2026 05:16:07 AM"
"End Day",3114128,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:29:51,238816,"Pranshu Verma_HOSHIARPUR",A66,"Territory Manager",238136,"Sandeep Kumar_BHATINDA",,,"Day Ended","Day Ended",,,31.0837807,75.3276232,,NA,"30 Jan 2026 05:16:06 AM"
"End Day",3114125,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:04:05,277862,Domalapalli.Nagesh,3882776,"Sales Rep",240670,"sushma Chigurupati_Nalgonda",,,"Day Ended","Day Ended",,,16.8751329,79.5673575,,NA,"30 Jan 2026 05:16:06 AM"
"End Day",3114112,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:00:35,238118,"Rohit Kharwar _ALIGARH",A56,"Territory Manager",238113,"vacant-TL-Western UP",,,"Day Ended","Day Ended",,,27.8812607,78.1310298,,NA,"30 Jan 2026 05:16:06 AM"
"End Day",3114110,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:03:37,274158,"Shrikant chindhu halade",3805592,"Sales Rep",239249,prashant_Sangamner,,,"Day Ended","Day Ended",,,19.89645,74.365435,,NA,"30 Jan 2026 05:16:06 AM"
"End Day",3114109,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:27:33,271206,"Ravindra Tanvar",3782872,"Sales Rep",242400,"Dinesh singh ginnare_KHARGONE",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:16:06 AM"
"End Day",3114048,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,13:47:38,269558,"SALEEM KHAN",3777089,"Sales Rep",238104,"shashikant maury_Jaipur",,,"Day Ended","Day Ended",,,27.3510143,76.6715849,,NA,"30 Jan 2026 05:16:06 AM"
"End Day",3114013,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:36:31,241093,"Amit Kumar_Patna",,"Sales Manager",241196,"SAPTARSI CHAKRABORTY_AMM",,,"Day Ended","Day Ended",,,26.3569583000,87.2272982000,,NA,"30 Jan 2026 05:16:05 AM"
"End Day",3113957,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,14:52:43,282341,"Uma Jyoti",,"Sales Rep",241096,"Vacant D16_Samastipur",,,"Day Ended","Day Ended",,,25.8512765,85.6553099,,NA,"30 Jan 2026 05:16:05 AM"
"End Day",3113955,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:11:55,238108,"Dheeraj  singh_Hanumangarh",B24,"Territory Manager",238098,"Vacant-TL-North Rajasthan",,,"Day Ended","Day Ended",,,29.577671,74.3329673,,NA,"30 Jan 2026 05:16:05 AM"
"End Day",3113612,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:23:50,242411,"Lokesh Bhairam_DURG",D78,"Territory Manager",271703,"Dharmendra Malviya",,,"Day Ended","Day Ended",,,21.0961614,81.0286073,,NA,"30 Jan 2026 05:16:01 AM"
"End Day",3113607,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,23:42:24,239443,"Satyajit Todkar_Kolhapur",A23,"Territory Manager",239426,"Vijay Babar_TL Sangli",,,"Day Ended","Day Ended",,,16.6914378000,74.1798517000,,NA,"30 Jan 2026 05:16:01 AM"
"End Day",3113598,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,17:48:01,238123,"Manish Singh_VARANASI",B46,"Territory Manager",238114,"Digvijay Singh-East UP",,,"Day Ended","Day Ended",,,25.3910626,83.0229278,,NA,"30 Jan 2026 05:16:01 AM"
"End Day",3113594,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:33:52,231725,"Dhananjay Ushir_PIMPALGAON BASVANT",B40,"Territory Manager",231718,D.DHOMSE_Nashik,,,"Day Ended","Day Ended",,,20.2297122,73.9195779,,NA,"30 Jan 2026 05:16:01 AM"
"End Day",3113584,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,14:50:03,271529,"Sanu Ali",3800468,"Sales Rep",238120,"shubham Gupta_KICHHA",,,"Day Ended","Day Ended",,,28.8349352,79.0340153,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113580,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:14:10,243964,"Sailendra Sharma",3325118,"Sales Rep",242406,"Sonu Dhakad_JABALPUR",,,"Day Ended","Day Ended",,,22.9393015,79.2061758,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113566,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,23:03:35,242406,"Sonu Dhakad_JABALPUR",D59,"Territory Manager",242326,"JAY SINGH SISODIYA_JABALPUR",,,"Day Ended","Day Ended",,,23.2203824,79.8942118,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113539,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,23:07:21,276073,"Suraj Ramesh Bajanlawar",2617925,"Sales Rep",238969,"Vacant Po _Mukutban",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113528,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:03:51,283211,"Naveen Katla_Temp",,"Sales Manager",240661,"GANESH MALLEPULA _KARIMNAGAR",,,"Day Ended","Day Ended",,,18.8741804,79.4472858,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113519,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:46:23,231721,"Mahesh R_KOLAR",C15,"Territory Manager",231716,"HariHara MurthyN-BANGALOR",,,"Day Ended","Day Ended",,,13.6252753,78.1952519,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113518,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:46:36,238697,"Jitendra Kumar",2806715,"Sales Rep",238148,"ZIAUL HAQUE _MANSA",,,"Day Ended","Day Ended",,,30.0655939,75.228614,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113515,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,15:04:16,239263,"mahek amreliya_Rajkot",B22,"Territory Manager",239259,"Chetanbhai Prajapati_Gujarat",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:16:00 AM"
"End Day",3113442,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:26:06,283538,"sapana rathor",,"Sales Rep",242406,"Sonu Dhakad_JABALPUR",,,"Day Ended","Day Ended",,,22.956885,79.1802583,,NA,"30 Jan 2026 05:15:59 AM"
"End Day",3113416,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:54:23,239267,"Ashishkumar B. Bhanderi _Jamnagar",B06,"Territory Manager",239259,"Chetanbhai Prajapati_Gujarat",,,"Day Ended","Day Ended",,,22.5357784,70.425685,,NA,"30 Jan 2026 05:15:59 AM"
"End Day",3113414,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,16:37:46,263164,"prakhar kumar singh ",,"Sales Rep",242410,"Roshani Bisen_MAHASAMUND",,,"Day Ended","Day Ended",,,21.2134467,81.6264467,,NA,"30 Jan 2026 05:15:59 AM"
"End Day",3113412,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:24:21,274318,"M SUMAN",3820913,"Sales Rep",262716,"Bommareddy Satyanarayana Reddy_nizamabad",,,"Day Ended","Day Ended",,,18.8574284,78.1258034,,NA,"30 Jan 2026 05:15:59 AM"
"End Day",3113295,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:24:30,239231,"Yogesh Kadam_Narayangaon",C65,"Territory Manager",239230,"Vacant TL_Pune",,,"Day Ended","Day Ended",,,18.9726583,73.9434067,,NA,"30 Jan 2026 05:15:58 AM"
"End Day",3113282,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:15:11,276076,"Akshay Hage",2629931,"Sales Rep",239009,"Vacant PO_Paratwada",,,"Day Ended","Day Ended",,,21.1654565,77.3128982,,NA,"30 Jan 2026 05:15:58 AM"
"End Day",3113276,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:14:58,276622,"Md Milon Hossain",,"Sales Rep",241197,"Masud Rijwan_BERHAMPORE",,,"Day Ended","Day Ended",,,24.1353554,88.3447053,,NA,"30 Jan 2026 05:15:58 AM"
"End Day",3113183,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,14:48:42,270078,"Kajal patel",3776538,"Sales Rep",238130,"Mohit Kumar Tomar_Hapur",,,"Day Ended","Day Ended",,,28.4106845,78.1039957,,NA,"30 Jan 2026 05:15:57 AM"
"End Day",3113147,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:08:26,262503,"Bhupindre Singh",3729824,"Sales Rep",238141,"kapil Tyagi_Amritsar",,,"Day Ended","Day Ended",,,31.5876083,75.0543612,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113144,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,15:31:41,238130,"Mohit Kumar Tomar_Hapur",A69,"Territory Manager",238113,"vacant-TL-Western UP",,,"Day Ended","Day Ended",,,28.6843875,77.5194394,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113133,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,16:18:27,238116,"Shailendra Pratap Singh_BAREILLY",F8,"Territory Manager",238113,"vacant-TL-Western UP",,,"Day Ended","Day Ended",,,28.0088704,79.0518418,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113132,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:09:40,240566,"Kurhini Sai charan",3200025,"Sales Rep",240478,"Annasamudram Nandan kamesh _Mahabubabad",,,"Day Ended","Day Ended",,,17.3841417,79.896265,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113119,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:44:27,240519,"M SUBBA REDDY_proddatur",C31,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",,,"Day Ended","Day Ended",,,14.7613501,78.5697659,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113107,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:24:39,239765,"Sakthivel B _Kancheepuram",A49,"Territory Manager",239762,"KISHOKAR P_KANCHEEPURAM",,,"Day Ended","Day Ended",,,12.8389521,79.7135774,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113098,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:06:11,259672,Gurumurthyreddy.R,3666606,"Sales Rep",231721,"Mahesh R_KOLAR",,,"Day Ended","Day Ended",,,12.9452583,78.16207,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113083,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:45:56,238174,"Vishnu tiwari _Rohtak",A09,"Territory Manager",238159,Mohit_TL,,,"Day Ended","Day Ended",,,28.8992564,76.6276899,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113062,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,15:36:09,240670,"sushma Chigurupati_Nalgonda",C17,"Territory Manager",240666,"Bera Sharath Chandra Kiran",,,"Day Ended","Day Ended",,,17.0372811,79.2624131,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3113061,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:05:08,238579,"prajkta patil "," G108720 ","Sales Manager",231717,Vacant-WRG2,,,"Day Ended","Day Ended",,,19.9566082,73.768261,,NA,"30 Jan 2026 05:15:56 AM"
"End Day",3112930,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:22:13,241114,"Arnab Halder_Kolkata",K3,"Territory Manager",241109,"Mohit Kumar Saha_Corporate Tea",,,"Day Ended","Day Ended",,,22.5249866,88.3979077,,NA,"30 Jan 2026 05:15:54 AM"
"End Day",3112742,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:11:50,281890,"LOKANTHU LOKESH_Vijayawada",,"Territory Manager",240482,"PARISE VENKATA CHALAPATHI RAO_Vijayawada",,,"Day Ended","Day Ended",,,16.4854826,80.6192735,,NA,"30 Jan 2026 05:15:53 AM"
"End Day",3112702,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:43:11,270277,"Puralal makwana (CA)",3784401,"Sales Rep",242396,"CHANDRAPAL SHEKHAWAT_INDORE",,,"Day Ended","Day Ended",,,22.9265712,75.8790107,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112686,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,16:37:17,238109,"Vishvendra Singh _Bhilwara",B35,"Territory Manager",238099,"Vacant TL",,,"Day Ended","Day Ended",,,27.3135117,77.37547,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112678,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:27:02,280921,"RAHUL GADHAWAL",3934887,"Sales Rep",238170,"Kuldeep Godara  _Hissar",,,"Day Ended","Day Ended",,,28.9067005,75.6033322,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112668,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:18:20,239454,"Samdhan devkatte _Osmanabad",H4,"Territory Manager",239426,"Vijay Babar_TL Sangli",,,"Day Ended","Day Ended",,,16.0352746,73.4847483,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112653,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,17:42:00,238170,"Kuldeep Godara  _Hissar",A71,"Territory Manager",238159,Mohit_TL,,,"Day Ended","Day Ended",,,29.2875621,75.4687177,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112642,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:09:15,240509,"Bareddy Venkateswarlu _Guntur",C33,"Territory Manager",240508,"Murali G _guntur",,,"Day Ended","Day Ended",,,16.2695004,80.4210101,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112637,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:43:56,239175,"Shivkumar shete_Nanded",H12,"Territory Manager",238961,"Akshay Yeware _Vidarbha",,,"Day Ended","Day Ended",,,19.1723507,77.3224325,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112628,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:43:27,252938,"Moolagiri vishnu",3526504,"Sales Rep",240521,"M Chandrasekhar_Madanapalle",,,"Day Ended","Day Ended",,,13.5527016,78.5043629,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112608,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,15:15:21,232916,"Gaurav Santosh Kond",3086142,"Sales Rep",231726,"Yogesh Bharti_Satana",,,"Day Ended","Day Ended",,,20.4774117,73.9237983,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112594,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:21:28,241116,"Mithun Roy_Kharupetia",D10,"Territory Manager",241115,"SANDIP CHOWDHURY_Guwahati",,,"Day Ended","Day Ended",,,26.353515,92.68795,,NA,"30 Jan 2026 05:15:52 AM"
"End Day",3112463,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:23:01,237113,"Rakshith H S",3172163,"Sales Rep",231721,"Mahesh R_KOLAR",,,"Day Ended","Day Ended",,,13.3319488,78.2993672,,NA,"30 Jan 2026 05:15:51 AM"
"End Day",3112385,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:56:28,238105,"Madhuri Gupta _Jhalawar",B56,"Territory Manager",238099,"Vacant TL",,,"Day Ended","Day Ended",,,24.5930084,76.1714413,,NA,"30 Jan 2026 05:15:50 AM"
"End Day",3112369,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:09:36,242427,"Kapil Barche",3065164,"Sales Rep",242402,"AMIT TIWARI_DHAR",,,"Day Ended","Day Ended",,,22.1538513,75.347953,,NA,"30 Jan 2026 05:15:50 AM"
"End Day",3112359,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,17:10:19,240663,"Rohan Tate_Adilabad",C10,"Territory Manager",240661,"GANESH MALLEPULA _KARIMNAGAR",,,"Day Ended","Day Ended",,,19.6332667,78.50481,,NA,"30 Jan 2026 05:15:50 AM"
"End Day",3112304,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:55:02,239800,"MUTHUMANI K-TRICHY",8105438,"Sales Manager",270521,"Vacant AMM_SWR1 (TN, KL)",,,"Day Ended","Day Ended",,,10.7970398000,76.6415111000,,NA,"30 Jan 2026 05:15:49 AM"
"End Day",3112294,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,14:19:23,239261,"Manoj Singh_vadodara",B20,"Territory Manager",239425,"Nhanu Jadhav_ahmedabad",,,"Day Ended","Day Ended",,,21.723045,72.9932933,,NA,"30 Jan 2026 05:15:49 AM"
"End Day",3112257,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:48:20,231716,"HariHara MurthyN-BANGALOR",G108454,"Sales Manager",250341,vacant_amm,,,"Day Ended","Day Ended",,,13.2862589,77.8049098,,NA,"30 Jan 2026 05:15:49 AM"
"End Day",3112243,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:29:44,245793,"Babu Lal Mali_khandar",3370111,"Sales Rep",238104,"shashikant maury_Jaipur",,,"Day Ended","Day Ended",,,26.0413321,76.6095876,,NA,"30 Jan 2026 05:15:49 AM"
"End Day",3112216,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,12:47:43,242486,"CHINMAYA KUMAR PATTANAYAK",2570507,"Sales Rep",268133,"PARAMITA PRIYADARSHANI_Jeypore",,,"Day Ended","Day Ended",,,19.6646439,82.2084977,,NA,"30 Jan 2026 05:15:48 AM"
"End Day",3112104,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,15:20:03,247488,"Amol Borse_Satana",3365391,"Sales Rep",231726,"Yogesh Bharti_Satana",,,"Day Ended","Day Ended",,,20.4774289,73.9238038,,NA,"30 Jan 2026 05:15:48 AM"
"End Day",3112079,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:25:50,238995,"Amol Kherde_Amravati",,"Sales Manager",238961,"Akshay Yeware _Vidarbha",,,"Day Ended","Day Ended",,,21.4690259,78.2701101,,NA,"30 Jan 2026 05:15:48 AM"
"End Day",3112045,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:35:18,262618,"Tarun Sharma",3730037,"Sales Rep",238111,"Davinder Singh_Sri Ganganagar",,,"Day Ended","Day Ended",,,29.3859168,73.6610966,,NA,"30 Jan 2026 05:15:47 AM"
"End Day",3111989,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,19:51:43,240518,Bhanuprakash_Adoni,C08,"Territory Manager",240516,"Levidi Manikya Reddy_Kurnool",,,"Day Ended","Day Ended",,,15.1620313000,77.3796058000,,NA,"30 Jan 2026 05:15:47 AM"
"End Day",3111966,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:17:37,241166,"Arun Kumar Ningombam",2617763,"Sales Rep",241119,"Vacant Manipur_Imphal",,,"Day Ended","Day Ended",,,24.7801227,93.935894,,NA,"30 Jan 2026 05:15:47 AM"
"End Day",3111965,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,14:46:22,242403,"Chetan Singh_BHOPAL",D64,"Territory Manager",242325,"Gaurav Kandpal_BHOPAL",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:15:47 AM"
"End Day",3111959,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,11:50:16,246865,"Rajesh Patidar_Jaora",3401077,"Sales Rep",242399,"VISHAL R_RATLAM",,,"Day Ended","Day Ended",,,23.0374492,75.9510737,,NA,"30 Jan 2026 05:15:47 AM"
"End Day",3111938,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,13:21:33,240482,"PARISE VENKATA CHALAPATHI RAO_Vijayawada",,"Sales Manager",240507,"Vacant BL_Vijayawada",,,"Day Ended","Day Ended",,,16.116775,80.9326033,,NA,"30 Jan 2026 05:15:47 AM"
"End Day",3111899,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,18:54:28,262898,"SACHIN C_HASSAN",C06,"Territory Manager",231716,"HariHara MurthyN-BANGALOR",,,"Day Ended","Day Ended",,,13.3157748,76.8970805,,NA,"30 Jan 2026 05:15:46 AM"
"End Day",3111897,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,20:27:46,239609,"Salman Hussain _Lakhimpur",A58,"Territory Manager",238114,"Digvijay Singh-East UP",,,"Day Ended","Day Ended",,,28.06883,80.7463217,,NA,"30 Jan 2026 05:15:46 AM"
"End Day",3111882,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,17:14:08,271617,"ASHUTOSH SARATHE	",3792197,"Sales Rep",242403,"Chetan Singh_BHOPAL",,,"Day Ended","Day Ended",,,22.704313,77.9344091,,NA,"30 Jan 2026 05:15:46 AM"
"End Day",3111851,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:06:13,242428,"Sawan Panchole",3038702,"Sales Rep",242402,"AMIT TIWARI_DHAR",,,"Day Ended","Day Ended",,,21.943255,75.1389,,NA,"30 Jan 2026 05:15:46 AM"
"End Day",3111720,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,16:18:14,260718,"Mohan Maragale",3695893,"Sales Rep",240322,"Sachin Tammaraya_BELGAUM",,,"Day Ended","Day Ended",,,,,,NA,"30 Jan 2026 05:15:45 AM"
"End Day",3111712,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,23:52:16,271120,"Sudarshan Chauhan",3791932,"Sales Rep",238141,"kapil Tyagi_Amritsar",,,"Day Ended","Day Ended",,,31.8263565,75.1944089,,NA,"30 Jan 2026 05:15:45 AM"
"End Day",3111707,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:08:42,240570,"Dubaku Suresh",2575757,"Sales Rep",240478,"Annasamudram Nandan kamesh _Mahabubabad",,,"Day Ended","Day Ended",,,17.3875086,79.8917471,,NA,"30 Jan 2026 05:15:45 AM"
"End Day",3111636,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:06:27,271270,"KHILAN MEHULBHAI PATEL",3792170,"Sales Rep",239260,"Ajit Shipte_gandhinagar",,,"Day Ended","Day Ended",,,23.3620192,73.4669463,,NA,"30 Jan 2026 05:15:44 AM"
"End Day",3111606,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,10:05:22,241131,"Shouvik Pramanik",2936105,"Sales Rep",245026,"Sabuj Maiti_Barasat",,,"Day Ended","Day Ended",,,22.8831147,88.7547121,,NA,"30 Jan 2026 05:15:44 AM"
"End Day",3111584,Customer,0,"-- --","-- --","-- --","-- --",,No,,,2026-01-29,21:42:43,281187,"Vivek Dhakad",3944878,"Sales Rep",242404,"Pankaj Singh Bisht_SHIVPURI",,,"Day Ended","Day Ended",,,24.5771694,77.3911582,,NA,"30 Jan 2026 05:15:44 AM"
